Script started on 2025-09-26 13:51:22+01:00 [TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="158" LINES="43"]
[?2004h]0;mint@devopslesson4: ~/Documents/codeby-devops/lesson4[01;32mmint@devopslesson4[00m:[01;34m~/Documents/codeby-devops/lesson4[00m$ ps aux
[?2004lUSER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1  22616 13284 ?        Ss   07:57   0:03 /sbin/init splash
mint        2107  0.0  0.3 760052 29900 ?        Ssl  07:58   0:00 /usr/libexec/evolution-addressbook-factory
mint        2108  0.0  0.0 236308  6464 ?        Ssl  07:58   0:00 /usr/libexec/gvfsd-metadata
mint        2177  0.0  0.1 535712  8184 ?        Sl   07:58   0:00 /usr/libexec/gvfsd-trash --spawner :1.32 /org/gtk/gvfs/exec_spaw/0
mint        2224  0.0  1.2 1054840 99176 ?       Sl   07:58   0:00 mintUpdate
mint        2275  0.0  0.6 553096 50632 ?        Ssl  07:58   0:09 /usr/libexec/gnome-terminal-server
mint        2282  0.0  0.2 564276 18020 ?        Ssl  07:58   0:00 /usr/libexec/xdg-desktop-portal
mint        2287  0.0  0.0 309312  5972 ?        Ssl  07:58   0:00 /usr/libexec/xdg-permission-store
mint        2292  0.0  0.0 611532  7276 ?        Ssl  07:58   0:00 /usr/libexec/xdg-document-portal
root        2301  0.0  0.0   2704  1812 ?        Ss   07:58   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/
mint        2305  0.0  0.2 449264 24244 ?        Ssl  07:58   0:00 /usr/libexec/xdg-desktop-portal-xapp
mint        2314  0.0  0.3 450584 25828 ?        Ssl  07:58   0:00 /usr/libexec/xdg-desktop-portal-gtk
mint        2328  0.0  0.0  11524  5476 pts/0    Ss   07:58   0:00 bash
mint        2337  0.0  0.4  64696 37164 ?        S    07:58   0:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
mint        2341  0.4  0.7 493012 58752 ?        Sl   07:59   1:28 mintreport-tray
root        3606  0.0  0.0      0     0 ?        I    09:09   0:02 [kworker/2:1-mm_percpu_wq]
root        3696  0.0  0.0      0     0 ?        I    09:42   0:01 [kworker/0:2-events]
root        4375  0.0  0.0      0     0 ?        I    11:13   0:00 [kworker/u515:0-events_freezable_pwr_efficient]
root        5742  0.0  0.0      0     0 ?        I    12:12   0:00 [kworker/u516:3-kvfree_rcu_reclaim]
root        5802  0.0  0.0      0     0 ?        I<   12:21   0:00 [kworker/u520:2-ttm]
root        6073  0.0  0.0      0     0 ?        I    12:41   0:00 [kworker/u515:1-flush-8:0]
mint        6165  0.0  0.0   8432  5784 ?        S    12:57   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
mint        6247  0.0  0.9 1062788 74240 pts/0   Sl   13:04   0:01 /usr/bin/nemo /home/mint/Documents/codeby-devops/lesson4
root        6304  0.0  0.0      0     0 ?        I    13:07   0:00 [kworker/u513:1-flush-8:0]
root        6413  0.0  0.0      0     0 ?        I    13:08   0:00 [kworker/6:0-events]
root        6420  0.0  0.0      0     0 ?        I<   13:11   0:00 [kworker/u521:1-ttm]
root        6438  0.0  0.0      0     0 ?        I    13:11   0:00 [kworker/u514:3-events_unbound]
root        7010  0.0  0.0      0     0 ?        I    13:19   0:00 [kworker/u514:0-events_power_efficient]
root        7249  0.0  0.0      0     0 ?        S    13:19   0:00 [psimon]
root        7289  0.0  0.0  12020  7980 ?        Ss   13:21   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        7974  0.0  0.0      0     0 ?        I    13:23   0:00 [kworker/3:0-events]
root        8584  0.0  0.0      0     0 ?        I    13:26   0:00 [kworker/1:0-events]
root        8627  0.0  0.0      0     0 ?        I    13:28   0:00 [kworker/2:0-events]
root        8684  0.0  0.0      0     0 ?        I    13:29   0:00 [kworker/7:2-events]
root        8711  0.0  0.0      0     0 ?        I    13:30   0:00 [kworker/u515:3-kvfree_rcu_reclaim]
root        8713  0.0  0.0      0     0 ?        I    13:30   0:00 [kworker/u514:2-events_power_efficient]
root        8716  0.0  0.0      0     0 ?        I    13:30   0:00 [kworker/4:2-events]
root        8762  0.0  0.0      0     0 ?        I    13:34   0:00 [kworker/u513:0-events_unbound]
root        8763  0.0  0.0      0     0 ?        I    13:35   0:00 [kworker/5:2-events]
root        8772  0.0  0.0      0     0 ?        I    13:36   0:00 [kworker/0:0-events]
root        8794  0.0  0.0      0     0 ?        I<   13:39   0:00 [kworker/u520:1-ttm]
root        8798  0.0  0.0      0     0 ?        I<   13:39   0:00 [kworker/u519:4]
root        8800  0.0  0.0      0     0 ?        I<   13:39   0:00 [kworker/u519:6-ttm]
root        8805  0.0  0.0      0     0 ?        I<   13:39   0:00 [kworker/u518:2-ttm]
root        8806  0.0  0.0      0     0 ?        I<   13:39   0:00 [kworker/u518:3-ttm]
root        8807  0.0  0.0      0     0 ?        I<   13:39   0:00 [kworker/u521:2]
root        8810  0.0  0.0      0     0 ?        I    13:41   0:00 [kworker/5:1-events]
root        8812  0.0  0.0      0     0 ?        I    13:41   0:00 [kworker/0:1-events_freezable]
root        8813  0.0  0.0      0     0 ?        I    13:41   0:00 [kworker/4:0-events]
root        8814  0.0  0.0      0     0 ?        I    13:41   0:00 [kworker/u513:3-events_unbound]
root        8815  0.0  0.0      0     0 ?        I    13:42   0:00 [kworker/1:2-events]
root        8816  0.0  0.0      0     0 ?        I    13:42   0:00 [kworker/6:2-mm_percpu_wq]
root        8817  0.0  0.0      0     0 ?        I    13:42   0:00 [kworker/u516:1-writeback]
root        8856  0.0  0.0      0     0 ?        I    13:45   0:00 [kworker/2:2-events]
root        8857  0.0  0.0      0     0 ?        I    13:45   0:00 [kworker/7:1-events]
root        8863  0.0  0.0      0     0 ?        I    13:45   0:00 [kworker/3:1-events]
root        8867  0.0  0.0      0     0 ?        I    13:46   0:00 [kworker/5:0-events]
root        8868  0.0  0.0      0     0 ?        I    13:47   0:00 [kworker/4:1-events]
root        8881  0.0  0.0      0     0 ?        I    13:47   0:00 [kworker/1:1-events]
root        8882  0.0  0.0      0     0 ?        I    13:47   0:00 [kworker/6:1-events]
root        8891  0.0  0.0      0     0 ?        I<   13:49   0:00 [kworker/u520:0]
root        8908  0.0  0.0      0     0 ?        I    13:50   0:00 [kworker/7:0-events]
root        8909  0.0  0.0      0     0 ?        I    13:50   0:00 [kworker/3:2-events]
mint        8910  0.0  0.0   8308  2152 pts/0    S+   13:51   0:00 script ps-log.txt
mint        8911  0.0  0.0  11276  5452 pts/1    Ss   13:51   0:00 bash -i
mint        8918  0.0  0.0  13752  4588 pts/1    R+   13:51   0:00 ps aux
[?2004h]0;mint@devopslesson4: ~/Documents/codeby-devops/lesson4[01;32mmint@devopslesson4[00m:[01;34m~/Documents/codeby-devops/lesson4[00m$ ps -u $USER
[?2004l    PID TTY          TIME CMD
   1424 ?        00:00:00 systemd
   1426 ?        00:00:00 (sd-pam)
   1436 ?        00:00:00 pipewire
   1438 ?        00:00:00 pipewire
   1439 ?        00:00:00 wireplumber
   1442 ?        00:00:00 pipewire-pulse
   1444 ?        00:00:00 cinnamon-sessio
   1450 ?        00:00:00 dbus-daemon
   1679 ?        00:00:00 gnome-keyring-d
   1684 ?        00:00:01 csd-background
   1685 ?        00:00:00 at-spi-bus-laun
   1691 ?        00:00:00 csd-color
   1693 ?        00:00:00 dbus-daemon
   1695 ?        00:00:00 csd-keyboard
   1698 ?        00:00:00 csd-print-notif
   1700 ?        00:00:00 csd-power
   1701 ?        00:00:00 csd-wacom
   1703 ?        00:00:00 csd-automount
   1707 ?        00:00:00 csd-xsettings
   1708 ?        00:00:00 csd-media-keys
   1709 ?        00:00:00 csd-screensaver
   1710 ?        00:00:00 csd-clipboard
   1715 ?        00:00:00 csd-housekeepin
   1716 ?        00:00:00 csd-settings-re
   1717 ?        00:00:00 csd-a11y-settin
   1725 ?        00:00:00 dconf-service
   1736 ?        00:00:00 csd-printer
   1768 ?        00:00:00 gvfsd
   1774 ?        00:00:00 gvfsd-fuse
   1791 ?        00:00:00 at-spi2-registr
   1794 ?        00:00:00 gvfs-udisks2-vo
   1801 ?        00:00:00 gvfs-afc-volume
   1807 ?        00:00:00 gvfs-gphoto2-vo
   1812 ?        00:00:00 gvfs-goa-volume
   1818 ?        00:00:00 goa-daemon
   1826 ?        00:00:00 goa-identity-se
   1832 ?        00:00:00 gvfs-mtp-volume
   1867 ?        00:00:00 cinnamon-launch
   1885 ?        00:00:29 cinnamon
   1909 ?        00:00:00 xapp-sn-watcher
   1940 ?        00:00:01 nemo-desktop
   1941 ?        00:00:01 blueman-applet
   1943 ?        00:00:17 vmtoolsd
   1945 ?        00:00:00 cinnamon-killer
   1946 ?        00:00:00 evolution-alarm
   1951 ?        00:00:00 agent
   2048 ?        00:00:00 evolution-sourc
   2064 ?        00:00:00 obexd
   2071 ?        00:00:15 blueman-tray
   2074 ?        00:00:00 evolution-calen
   2107 ?        00:00:00 evolution-addre
   2108 ?        00:00:00 gvfsd-metadata
   2177 ?        00:00:00 gvfsd-trash
   2224 ?        00:00:00 mintUpdate
   2275 ?        00:00:09 gnome-terminal-
   2282 ?        00:00:00 xdg-desktop-por
   2287 ?        00:00:00 xdg-permission-
   2292 ?        00:00:00 xdg-document-po
   2305 ?        00:00:00 xdg-desktop-por
   2314 ?        00:00:00 xdg-desktop-por
   2328 pts/0    00:00:00 bash
   2337 ?        00:00:00 applet.py
   2341 ?        00:01:28 mintreport-tray
   6165 ?        00:00:00 ssh-agent
   6247 pts/0    00:00:01 nemo
   8910 pts/0    00:00:00 script
   8911 pts/1    00:00:00 bash
   8921 pts/1    00:00:00 ps
[?2004h]0;mint@devopslesson4: ~/Documents/codeby-devops/lesson4[01;32mmint@devopslesson4[00m:[01;34m~/Documents/codeby-devops/lesson4[00m$ top &
[?2004l[1] 8922
[?2004h]0;mint@devopslesson4: ~/Documents/codeby-devops/lesson4[01;32mmint@devopslesson4[00m:[01;34m~/Documents/codeby-devops/lesson4[00m$ [?1l>kill -9 8922
[?2004l
[1]+  Stopped                 top
[?2004h]0;mint@devopslesson4: ~/Documents/codeby-devops/lesson4[01;32mmint@devopslesson4[00m:[01;34m~/Documents/codeby-devops/lesson4[00m$ exit
[?2004lexit

Script done on 2025-09-26 13:52:40+01:00 [COMMAND_EXIT_CODE="0"]
